state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn
23,1995,5.9,0,1,12292.362,2106.2992,39,7,0,10.186063
23,1995,5.9,4,1,6192.5197,0,25,10,0,6.1925197
23,1995,5.9,0,1,13155.945,2843.5039,51,7,0,10.312441
23,1995,5.9,0,1,20536.417,20536.417,38,11,1,0
23,1995,5.9,0,0,0,0,41,11,0,0
23,1995,5.9,0,0,91863.081,78406.988,23,3,0,13.456093
23,1995,5.9,0,0,13143.307,13143.307,45,11,1,0
23,1995,5.9,0,1,56652.077,56554.134,50,7,1,.09794291
23,1995,5.9,0,1,1516.5354,0,31,11,0,1.5165354
23,1995,5.9,1,1,33851.388,21468.455,35,11,0,12.382933
23,1995,5.9,2,0,23442.057,6318.8976,33,10,1,17.123159
23,1995,5.9,1,1,4337.9232,0,46,7,0,4.3379232
23,1995,5.9,1,1,26644.685,22116.142,40,11,1,4.5285433
23,1995,5.9,0,1,5055.1181,0,25,10,0,5.0551181
23,1995,5.9,3,1,16378.583,0,34,9,0,16.378583
23,1995,5.9,0,1,4170.4724,0,54,11,0,4.1704724
23,1995,5.9,1,0,3993.5433,0,45,10,0,3.9935433
23,1995,5.9,0,1,2401.1811,0,34,7,0,2.4011811
23,1995,5.9,2,1,22979.724,22979.724,35,11,1,0
23,1995,5.9,1,0,7001.3386,0,42,11,0,7.0013386
23,1995,5.9,1,0,13572.992,13235.984,38,11,1,.33700787
23,1995,5.9,0,0,5703.8583,4212.5984,43,10,0,1.4912598
23,1995,5.9,0,1,7814.3701,2527.5591,53,11,1,5.286811
23,1995,5.9,2,0,9980.6988,4887.6673,31,10,1,5.0930315
23,1995,5.9,5,1,53184.055,53184.055,22,11,1,0
23,1995,5.9,1,0,5362.6378,0,29,10,0,5.3626378
23,1995,5.9,2,1,10278.74,8498.9173,28,11,1,1.7798228
23,1995,5.9,0,1,5080.3937,0,37,10,0,5.0803937
23,1995,5.9,0,0,23529.469,11584.646,50,7,1,11.944823
23,1995,5.9,2,1,6615.8858,1112.126,24,10,1,5.5037598
23,1995,5.9,0,0,11689.961,11689.961,46,10,1,0
23,1995,5.9,2,0,6609.5669,0,28,7,0,6.6095669
23,1995,5.9,0,1,68459.99,68459.99,54,7,1,0
23,1995,5.9,0,0,9857.4803,9857.4803,34,9,1,0
31,1995,4.8,0,1,5371.063,0,50,7,0,5.371063
31,1995,4.8,3,0,10413.543,0,25,9,0,10.413543
31,1995,4.8,1,0,62030.512,46338.583,46,10,1,15.691929
31,1995,4.8,3,1,2599.1732,526.5748,28,11,1,2.0725984
31,1995,4.8,1,0,10531.496,10531.496,32,10,1,0
31,1995,4.8,0,1,86621.555,83198.819,45,9,1,3.4227362
31,1995,4.8,0,1,10531.496,10531.496,47,9,1,0
31,1995,4.8,2,0,4212.5984,1263.7795,23,7,1,2.9488189
31,1995,4.8,2,0,5888.1594,5265.748,29,11,1,.62241142
31,1995,4.8,1,0,31815.65,23169.291,25,10,1,8.6463583
31,1995,4.8,0,1,3370.0787,3370.0787,37,10,1,0
31,1995,4.8,0,0,2527.5591,0,44,9,0,2.5275591
31,1995,4.8,0,0,51717.018,51709.646,45,9,1,.00737205
31,1995,4.8,0,1,66655.945,59962.126,32,11,1,6.6938189
31,1995,4.8,2,1,25596.801,20015.108,47,10,1,5.5816929
31,1995,4.8,0,0,26324.528,20536.417,50,10,1,5.7881102
31,1995,4.8,1,0,6685.3937,3159.4488,22,9,1,3.5259449
31,1995,4.8,2,0,6407.3622,0,30,9,0,6.4073622
31,1995,4.8,9,0,15578.189,2738.189,32,9,0,12.84
31,1995,4.8,3,0,7885.9843,0,33,11,0,7.8859843
31,1995,4.8,0,0,2106.2992,2106.2992,28,10,1,0
31,1995,4.8,0,0,14849.409,14849.409,29,11,1,0
31,1995,4.8,2,0,4489.5768,1263.7795,20,11,1,3.2257972
31,1995,4.8,6,1,15763.543,4212.5984,32,10,1,11.550945
31,1995,4.8,2,0,18338.494,18324.803,51,9,1,.01369094
31,1995,4.8,0,1,35470.079,30541.339,29,0,0,4.9287402
31,1995,4.8,4,1,7464.7244,2106.2992,39,11,0,5.3584252
31,1995,4.8,3,0,20031.959,13143.307,32,10,1,6.8886516
31,1995,4.8,0,0,12637.795,12637.795,52,7,1,0
31,1995,4.8,2,0,20642.785,13344.459,49,9,1,7.2983268
31,1995,4.8,2,1,8897.0079,0,37,11,0,8.8970079
31,1995,4.8,2,1,20570.118,20570.118,46,9,1,0
31,1995,4.8,1,0,11273.967,0,42,10,0,11.273967
31,1995,4.8,0,1,7161.4173,4423.2283,43,10,1,2.738189
31,1995,4.8,1,0,6828.622,0,54,9,0,6.828622
31,1995,4.8,2,1,4878.189,0,34,10,0,4.878189
31,1995,4.8,0,1,5762.8346,0,45,10,0,5.7628346
31,1995,4.8,0,1,11841.614,0,36,7,0,11.841614
31,1995,4.8,0,0,5914.4882,0,34,10,0,5.9144882
31,1995,4.8,2,1,5320.5118,0,34,10,0,5.3205118
31,1995,4.8,1,0,0,0,38,9,0,0
31,1995,4.8,4,1,6784.3898,0,34,11,0,6.7843898
31,1995,4.8,1,0,18198.425,13269.685,38,10,1,4.9287402
31,1995,4.8,0,0,8530.5118,8530.5118,45,11,0,0
31,1995,4.8,2,1,5729.1339,5729.1339,38,9,1,0
31,1995,4.8,0,1,27790.512,12637.795,45,11,0,15.152717
31,1995,4.8,3,1,7077.1654,0,26,11,0,7.0771654
31,1995,4.8,0,0,631.88976,631.88976,38,7,1,0
31,1995,4.8,1,0,5071.9685,3896.6535,25,11,1,1.175315
31,1995,4.8,2,1,4183.1102,1011.0236,27,10,1,3.1720866
31,1995,4.8,0,1,10047.047,0,54,10,0,10.047047
31,1995,4.8,3,0,0,0,32,10,0,0
31,1995,4.8,1,1,44471.348,43916.339,43,11,1,.55500984
31,1995,4.8,2,1,11775.266,631.88976,38,11,0,11.143376
31,1995,4.8,0,0,37671.161,33798.73,20,11,0,3.8724311
31,1995,4.8,0,0,16884.094,16850.394,39,9,1,.03370079
32,1995,4.7,1,0,0,0,20,11,0,0
32,1995,4.7,4,0,15826.732,15797.244,36,9,1,.02948819
32,1995,4.7,0,0,42968.504,31594.488,54,7,0,11.374016
32,1995,4.7,0,0,21274.675,5476.378,47,9,0,15.798297
32,1995,4.7,0,0,31823.022,0,47,10,0,31.823022
32,1995,4.7,3,0,37851.25,12743.11,38,11,1,25.10814
32,1995,4.7,0,0,26085.463,26073.878,53,7,1,.01158465
32,1995,4.7,1,0,17587.598,0,45,11,0,17.587598
32,1995,4.7,1,0,8951.7717,8425.1969,32,10,1,.5265748
32,1995,4.7,0,0,23313.573,13690.945,29,11,0,9.622628
32,1995,4.7,2,0,7477.3622,0,26,9,0,7.4773622
32,1995,4.7,0,0,24388.839,24222.441,43,10,1,.16639764
32,1995,4.7,1,0,10716.85,2527.5591,45,10,0,8.1892913
33,1995,5.2,2,0,4701.2598,0,27,11,0,4.7012598
33,1995,5.2,5,1,6950.7874,2685.5315,30,11,1,4.2652559
33,1995,5.2,0,1,20515.354,20515.354,47,11,1,0
33,1995,5.2,0,0,26354.016,26328.74,48,10,1,.02527559
33,1995,5.2,1,1,7140.3543,0,35,7,0,7.1403543
33,1995,5.2,1,1,3565.9646,0,48,7,0,3.5659646
33,1995,5.2,3,1,4878.189,0,34,11,0,4.878189
33,1995,5.2,4,1,6129.3307,0,23,11,0,6.1293307
33,1995,5.2,3,1,13029.567,10114.449,40,10,1,2.9151181
33,1995,5.2,4,1,24643.701,12637.795,29,11,1,12.005906
33,1995,5.2,0,0,72735.778,54553.15,37,3,1,18.182628
33,1995,5.2,3,1,60064.281,56006.496,29,11,1,4.0577854
33,1995,5.2,3,1,5535.3543,0,32,10,0,5.5353543
33,1995,5.2,1,1,49498.031,49498.031,27,11,1,0
33,1995,5.2,0,1,1253.248,0,24,10,0,1.253248
33,1995,5.2,3,1,7127.7165,0,35,11,0,7.1277165
33,1995,5.2,1,0,12177.569,9478.3465,39,10,1,2.6992224
33,1995,5.2,0,0,18573.346,12823.15,38,11,1,5.7501969
33,1995,5.2,1,1,58564.596,54763.78,27,10,0,3.8008169
33,1995,5.2,1,0,64367.451,49211.575,27,10,1,15.155876
33,1995,5.2,0,1,0,0,49,9,0,0
33,1995,5.2,1,1,3412.2047,0,25,10,0,3.4122047
33,1995,5.2,0,0,17103.15,12048.031,53,7,1,5.0551181
33,1995,5.2,3,1,60064.281,56006.496,53,3,1,4.0577854
33,1995,5.2,0,1,524.4685,263.2874,53,7,1,.2611811
33,1995,5.2,3,1,5232.0472,0,30,11,0,5.2320472
33,1995,5.2,3,1,60064.281,56006.496,32,10,1,4.0577854
33,1995,5.2,1,0,3993.5433,0,44,9,0,3.9935433
33,1995,5.2,8,1,1312.2244,0,26,10,0,1.3122244
33,1995,5.2,0,1,39303.543,39219.291,45,7,1,.08425197
33,1995,5.2,4,1,4865.5512,0,23,11,0,4.8655512
33,1995,5.2,0,1,1263.7795,0,21,7,0,1.2637795
33,1995,5.2,0,1,1263.7795,1263.7795,21,10,1,0
33,1995,5.2,0,0,28403.445,14786.22,37,10,1,13.617224
33,1995,5.2,0,1,0,0,41,7,0,0
33,1995,5.2,3,0,5307.874,0,25,11,0,5.307874
33,1995,5.2,4,1,5897.6378,2106.2992,31,11,1,3.7913386
33,1995,5.2,2,0,13143.307,13143.307,31,7,1,0
33,1995,5.2,0,1,6243.0709,0,51,9,0,6.2430709
33,1995,5.2,2,1,2540.1969,0,20,7,0,2.5401969
33,1995,5.2,4,1,0,0,34,11,0,0
33,1995,5.2,0,1,15797.244,15797.244,27,11,1,0
33,1995,5.2,5,0,19588.583,6318.8976,43,9,1,13.269685
33,1995,5.2,2,0,7682.7264,7366.7815,37,10,1,.31594488
33,1995,5.2,1,1,3513.3071,0,25,11,0,3.5133071
33,1995,5.2,0,1,36921.319,36860.236,42,7,1,.06108268
33,1995,5.2,5,1,12221.801,0,32,10,0,12.221801
33,1995,5.2,0,1,0,0,22,11,0,0
33,1995,5.2,0,1,22116.142,22116.142,22,7,1,0
33,1995,5.2,3,1,7835.4331,0,29,11,0,7.8354331
33,1995,5.2,2,0,6318.8976,3159.4488,42,11,1,3.1594488
33,1995,5.2,0,1,42125.984,42125.984,32,10,1,0
33,1995,5.2,1,1,49498.031,49498.031,42,7,1,0
33,1995,5.2,3,1,60064.281,56006.496,27,10,1,4.0577854
33,1995,5.2,0,1,10952.756,10952.756,33,7,0,0
33,1995,5.2,0,1,15020.02,14744.094,25,11,1,.2759252
33,1995,5.2,0,1,3580.7087,0,44,7,0,3.5807087
33,1995,5.2,0,1,111633.86,110580.71,24,11,1,1.0531496
33,1995,5.2,2,1,18872.441,15333.858,41,9,1,3.5385827
33,1995,5.2,0,0,12637.795,12637.795,54,10,1,0
33,1995,5.2,0,0,58976.378,58976.378,20,10,1,0
33,1995,5.2,0,1,10531.496,10531.496,52,7,1,0
33,1995,5.2,0,0,5434.252,126.37795,48,7,0,5.307874
33,1995,5.2,0,1,7372.0472,7372.0472,36,9,1,0
33,1995,5.2,0,1,19588.583,15165.354,54,10,1,4.4232283
33,1995,5.2,0,1,26363.494,26328.74,39,7,1,.03475394
33,1995,5.2,0,0,68094.547,50551.181,43,10,1,17.543366
33,1995,5.2,1,1,48388.012,36860.236,23,7,1,11.527776
33,1995,5.2,0,1,39598.425,35385.827,28,7,1,4.2125984
33,1995,5.2,0,0,5434.252,126.37795,20,9,0,5.307874
33,1995,5.2,1,1,14744.094,14744.094,28,10,1,0
33,1995,5.2,0,0,22642.717,21062.992,38,9,1,1.5797244
33,1995,5.2,0,1,6207.2638,0,53,7,0,6.2072638
33,1995,5.2,3,1,60064.281,56006.496,32,11,1,4.0577854
33,1995,5.2,0,1,5143.5827,0,42,9,0,5.1435827
33,1995,5.2,1,0,64367.451,49211.575,25,10,1,15.155876
33,1995,5.2,3,1,10531.496,10531.496,36,9,1,0
33,1995,5.2,2,1,4296.8504,0,22,10,0,4.2968504
33,1995,5.2,2,1,14770.423,14744.094,34,7,1,.02632874
33,1995,5.2,0,1,10549.4,10531.496,33,7,1,.01790354
33,1995,5.2,0,0,13622.49,0,48,7,0,13.62249
33,1995,5.2,0,1,0,0,45,10,0,0
33,1995,5.2,3,1,7582.6772,2527.5591,22,10,1,5.0551181
33,1995,5.2,0,1,5687.0079,0,52,3,0,5.6870079
33,1995,5.2,0,1,0,0,34,3,0,0
34,1995,5.3,1,0,90623.524,90465.551,20,11,1,.15797244
34,1995,5.3,0,1,5813.3858,0,53,10,0,5.8133858
34,1995,5.3,0,0,66643.307,65821.85,25,11,1,.82145669
34,1995,5.3,0,1,14744.094,14744.094,46,11,1,0
34,1995,5.3,5,0,4680.1969,0,24,9,0,4.6801969
34,1995,5.3,0,0,1579.7244,1579.7244,22,9,1,0
34,1995,5.3,2,0,28367.638,28367.638,21,11,1,0
34,1995,5.3,0,1,16383.848,10671.565,39,11,1,5.7122835
34,1995,5.3,0,0,0,0,52,10,0,0
34,1995,5.3,0,0,14322.835,14322.835,26,10,1,0
34,1995,5.3,0,0,93554.439,86609.97,26,11,1,6.9444685
34,1995,5.3,0,1,6318.8976,379.13386,48,9,1,5.9397638
34,1995,5.3,6,0,628.73031,0,23,9,0,.62873031
34,1995,5.3,0,1,69507.874,67401.575,48,11,1,2.1062992
34,1995,5.3,3,1,947.83465,947.83465,21,10,1,0
34,1995,5.3,0,0,28740.453,24222.441,28,10,1,4.5180118
34,1995,5.3,1,1,34738.14,26328.74,36,9,1,8.4093996
34,1995,5.3,2,1,9857.4803,9857.4803,36,10,1,0
34,1995,5.3,0,0,48571.26,48571.26,21,10,0,0
34,1995,5.3,3,1,5265.748,0,26,11,0,5.265748
34,1995,5.3,7,1,17869.843,0,28,10,0,17.869843
34,1995,5.3,3,1,15102.165,9478.3465,23,10,1,5.6238189
34,1995,5.3,0,0,1579.7244,1579.7244,20,11,1,0
34,1995,5.3,0,1,5939.7638,0,34,10,0,5.9397638
34,1995,5.3,0,1,37913.386,37913.386,48,7,1,0
34,1995,5.3,2,1,14209.094,10531.496,30,9,1,3.6775984
34,1995,5.3,1,0,8544.2028,0,37,3,0,8.5442028
34,1995,5.3,0,1,8871.7323,3159.4488,39,11,0,5.7122835
34,1995,5.3,2,0,5942.9232,0,39,9,0,5.9429232
34,1995,5.3,1,1,31590.276,27154.409,46,11,1,4.4358661
34,1995,5.3,7,1,17869.843,0,38,10,0,17.869843
34,1995,5.3,0,1,10952.756,10952.756,46,11,1,0
34,1995,5.3,0,1,0,0,47,11,0,0
34,1995,5.3,0,0,21644.331,21610.63,51,10,1,.03370079
34,1995,5.3,2,1,16041.575,0,39,10,0,16.041575
34,1995,5.3,0,0,49076.772,40019.685,33,3,0,9.0570866
34,1995,5.3,1,0,8092.4016,6436.8504,27,11,1,1.6555512
34,1995,5.3,2,1,7717.4803,0,33,11,0,7.7174803
34,1995,5.3,0,1,5939.7638,0,43,11,0,5.9397638
34,1995,5.3,1,1,2573.8976,2106.2992,20,11,1,.46759843
34,1995,5.3,2,1,15463.396,0,45,10,0,15.463396
34,1995,5.3,4,1,3970.374,0,22,10,0,3.970374
34,1995,5.3,1,0,12666.23,5626.9783,41,9,1,7.039252
34,1995,5.3,0,0,25220.827,0,54,9,0,25.220827
34,1995,5.3,4,1,9478.3465,9478.3465,36,11,1,0
34,1995,5.3,1,1,36860.236,36860.236,35,11,1,0
34,1995,5.3,0,1,1036.2992,0,54,10,0,1.0362992
34,1995,5.3,3,1,18849.272,15165.354,33,7,1,3.6839173
34,1995,5.3,0,0,6761.2205,0,45,11,0,6.7612205
34,1995,5.3,2,0,1579.7244,1579.7244,20,11,1,0
34,1995,5.3,0,0,4739.1732,0,36,10,0,4.7391732
34,1995,5.3,0,0,7652.185,0,51,10,0,7.652185
34,1995,5.3,2,0,23321.998,19298.967,36,10,1,4.0230315
34,1995,5.3,0,0,2527.5591,0,26,10,0,2.5275591
34,1995,5.3,0,0,15233.809,15208.533,38,9,1,.02527559
34,1995,5.3,3,1,5055.1181,0,24,10,0,5.0551181
34,1995,5.3,3,1,13669.882,6297.8346,20,10,1,7.3720472
34,1995,5.3,0,0,31910.433,31173.228,43,10,1,.73720472
34,1995,5.3,1,1,3888.2283,0,21,10,0,3.8882283
34,1995,5.3,0,0,35159.4,35159.4,53,10,1,0
34,1995,5.3,0,0,22245.679,16429.134,33,9,1,5.8165453
34,1995,5.3,3,0,46098.465,40019.685,40,7,1,6.0787795
34,1995,5.3,0,0,4212.5984,4212.5984,22,11,1,0
34,1995,5.3,3,1,13669.882,6297.8346,26,11,1,7.3720472
35,1995,3.7,1,0,11900.591,11900.591,35,10,1,0
35,1995,3.7,0,1,11580.433,11500.394,27,10,1,.08003937
35,1995,3.7,1,0,33426.969,32015.748,29,11,1,1.4112205
35,1995,3.7,0,0,0,0,48,10,0,0
35,1995,3.7,0,0,16071.063,104.26181,38,11,1,15.966801
35,1995,3.7,0,1,5596.437,3159.4488,50,7,1,2.4369882
35,1995,3.7,4,0,10625.226,10320.866,26,11,1,.30436024
35,1995,3.7,4,1,13838.386,0,31,9,0,13.838386
35,1995,3.7,4,1,17878.268,14744.094,35,9,0,3.1341732
35,1995,3.7,3,1,8376.752,579.23228,23,11,1,7.7975197
35,1995,3.7,0,0,49084.144,44232.283,53,11,1,4.8518602
35,1995,3.7,0,1,26134.961,25802.165,37,11,1,.33279528
35,1995,3.7,0,0,1790.3543,1790.3543,34,11,1,0
35,1995,3.7,5,1,0,0,33,7,0,0
35,1995,3.7,0,0,23422.047,23379.921,42,10,1,.04212598
41,1995,3.7,0,0,4238.9272,4212.5984,32,9,1,.02632874
41,1995,3.7,3,0,7355.1969,0,30,10,0,7.3551969
41,1995,3.7,4,1,16597.638,16597.638,34,3,0,0
41,1995,3.7,4,0,4454.8228,0,24,3,0,4.4548228
41,1995,3.7,2,1,6369.4488,6369.4488,37,9,1,0
41,1995,3.7,3,1,6197.7854,0,30,7,0,6.1977854
41,1995,3.7,1,0,789.8622,789.8622,22,10,1,0
41,1995,3.7,4,0,12532.48,1685.0394,33,11,1,10.847441
41,1995,3.7,1,0,13897.362,13690.945,25,11,1,.20641732
41,1995,3.7,2,0,8393.6024,1190.0591,32,7,1,7.2035433
41,1995,3.7,1,0,0,0,21,11,0,0
42,1995,3.5,0,0,12005.906,11163.386,41,11,1,.84251969
42,1995,3.5,2,0,7831.2205,7831.2205,21,11,1,0
42,1995,3.5,0,0,15820.413,15797.244,54,11,1,.02316929
42,1995,3.5,2,1,14895.748,8433.622,48,3,1,6.462126
42,1995,3.5,1,0,15797.244,15797.244,35,11,1,0
42,1995,3.5,0,1,5733.3465,4212.5984,25,11,1,1.520748
42,1995,3.5,3,0,13871.033,8778.002,27,11,1,5.0930315
42,1995,3.5,0,0,2843.5039,0,26,7,0,2.8435039
42,1995,3.5,3,1,11396.132,0,23,11,0,11.396132
42,1995,3.5,0,0,6104.0551,1819.8425,21,11,1,4.2842126
42,1995,3.5,3,0,17132.638,8425.1969,31,11,1,8.7074409
42,1995,3.5,2,0,8214.5669,8214.5669,21,9,1,0
42,1995,3.5,1,0,36860.236,36860.236,44,10,1,0
43,1995,4.8,0,0,10087.067,8981.2598,48,11,1,1.1058071
43,1995,4.8,1,1,2742.4016,0,33,11,0,2.7424016
43,1995,4.8,0,1,5577.4803,631.88976,52,11,0,4.9455906
43,1995,4.8,0,0,37101.407,21062.992,36,7,0,16.038415
43,1995,4.8,0,0,12637.795,12637.795,28,7,1,0
43,1995,4.8,0,0,25307.185,25275.591,41,10,1,.03159449
43,1995,4.8,0,0,15805.669,15797.244,53,11,1,.0084252
43,1995,4.8,0,1,22946.024,22946.024,42,10,1,0
43,1995,4.8,0,1,13800.472,5413.189,50,11,0,8.3872835
43,1995,4.8,0,1,5788.1102,0,42,7,0,5.7881102
43,1995,4.8,0,0,12427.165,11584.646,28,11,1,.84251969
43,1995,4.8,0,0,2148.4252,2148.4252,20,9,1,0
43,1995,4.8,0,0,4212.5984,4212.5984,24,10,1,0
43,1995,4.8,0,1,0,0,48,11,0,0
43,1995,4.8,0,0,38455.758,38439.961,37,11,1,.01579724
43,1995,4.8,0,0,421.25984,421.25984,31,7,1,0
43,1995,4.8,0,1,46759.843,46759.843,35,10,1,0
43,1995,4.8,0,1,46759.843,46759.843,22,9,1,0
43,1995,4.8,0,0,39913.317,6845.4724,30,0,0,33.067844
43,1995,4.8,0,0,37101.407,21062.992,38,7,1,16.038415
43,1995,4.8,4,1,9368.8189,8425.1969,29,11,1,.94362205
43,1995,4.8,2,0,16100.551,0,36,9,0,16.100551
43,1995,4.8,1,0,33700.787,33700.787,24,11,1,0
43,1995,4.8,0,0,7062.4213,0,53,7,0,7.0624213
44,1995,3.3,3,0,562.38189,526.5748,33,11,1,.03580709
44,1995,3.3,0,0,48840.866,42125.984,50,7,1,6.7148819
44,1995,3.3,0,0,6623.2579,0,37,0,0,6.6232579
44,1995,3.3,4,0,12398.73,11584.646,28,11,1,.81408465
44,1995,3.3,0,0,17390.659,0,38,11,0,17.390659
44,1995,3.3,1,0,36499.006,32068.406,51,11,1,4.4306004
44,1995,3.3,0,0,12469.291,12455.6,54,7,1,.01369094
45,1995,2.9,1,0,5550.0984,5265.748,22,10,1,.28435039
45,1995,2.9,0,0,11584.646,11584.646,29,7,1,0
45,1995,2.9,0,0,164.29134,164.29134,24,7,1,0
45,1995,2.9,0,0,32647.638,32647.638,29,7,1,0
45,1995,2.9,7,0,11997.48,5678.5827,37,11,1,6.3188976
45,1995,2.9,0,0,2948.8189,2948.8189,26,11,1,0
45,1995,2.9,0,0,11584.646,11584.646,34,7,1,0
45,1995,2.9,6,0,5371.063,0,46,9,0,5.371063
45,1995,2.9,0,0,2173.7008,0,24,9,0,2.1737008
45,1995,2.9,0,1,18956.693,18956.693,38,9,1,0
45,1995,2.9,6,0,5371.063,0,21,7,0,5.371063
45,1995,2.9,0,0,9478.3465,9478.3465,40,10,1,0
45,1995,2.9,0,0,111685.46,93879.862,38,7,0,17.8056
45,1995,2.9,0,0,25711.594,0,52,7,0,25.711594
45,1995,2.9,0,0,6318.8976,6318.8976,50,9,0,0
46,1995,2.6,4,1,3450.1181,0,25,10,0,3.4501181
46,1995,2.6,0,0,6206.2106,263.2874,29,9,1,5.9429232
46,1995,2.6,2,0,36788.622,36788.622,24,9,1,0
46,1995,2.6,1,0,11521.457,9478.3465,27,10,1,2.0431102
46,1995,2.6,0,0,26866.9,9761.6437,43,0,0,17.105256
46,1995,2.6,1,1,9680.5512,0,36,11,0,9.6805512
46,1995,2.6,0,1,4954.0157,0,48,11,0,4.9540157
46,1995,2.6,1,1,6222.0079,4212.5984,22,11,1,2.0094094
46,1995,2.6,0,0,19191.545,0,47,0,0,19.191545
46,1995,2.6,2,1,4600.1575,0,23,11,0,4.6001575
46,1995,2.6,0,0,24223.494,24222.441,49,9,1,.00105315
46,1995,2.6,2,0,54601.594,54131.89,23,9,1,.46970472
46,1995,2.6,0,0,315.94488,315.94488,46,11,1,0
47,1995,4.4,1,1,4119.9213,0,20,11,0,4.1199213
47,1995,4.4,2,0,7904.9409,7898.622,21,11,1,.0063189
47,1995,4.4,0,0,25064.961,25064.961,49,7,1,0
47,1995,4.4,1,0,59814.685,59608.268,41,10,1,.20641732
47,1995,4.4,0,0,5802.8543,0,52,7,0,5.8028543
47,1995,4.4,4,0,60872.047,60556.102,47,11,0,.31594488
47,1995,4.4,1,1,32515.994,32515.994,36,11,1,0
47,1995,4.4,2,0,6698.0315,3033.0709,35,7,1,3.6649606
47,1995,4.4,0,0,9025.4921,157.97244,32,10,0,8.8675197
47,1995,4.4,0,0,5118.3071,0,25,9,0,5.1183071
47,1995,4.4,0,0,6761.2205,0,45,9,0,6.7612205
47,1995,4.4,0,0,6066.1417,0,31,7,0,6.0661417
51,1995,4.3,0,0,8531.565,0,31,3,0,8.531565
51,1995,4.3,6,1,9448.8583,4292.6378,30,10,1,5.1562205
51,1995,4.3,0,0,16850.394,16850.394,24,9,1,0
51,1995,4.3,0,0,8544.2028,0,44,7,0,8.5442028
51,1995,4.3,3,0,5670.1575,526.5748,28,11,1,5.1435827
51,1995,4.3,2,0,12764.173,0,23,11,0,12.764173
51,1995,4.3,2,0,37079.291,2738.189,21,11,1,34.341102
51,1995,4.3,0,0,12587.244,12587.244,31,3,1,0
51,1995,4.3,1,0,4602.2638,3370.0787,30,7,1,1.232185
51,1995,4.3,0,1,0,0,25,11,0,0
51,1995,4.3,0,0,7582.6772,0,30,3,0,7.5826772
51,1995,4.3,1,0,4044.0945,0,27,9,0,4.0440945
51,1995,4.3,0,0,1263.7795,0,53,7,0,1.2637795
52,1995,5.1,0,0,7582.6772,7582.6772,22,7,1,0
52,1995,5.1,1,1,4505.374,789.8622,29,10,1,3.7155118
52,1995,5.1,0,0,15797.244,10531.496,39,11,1,5.265748
52,1995,5.1,2,0,17857.205,11584.646,39,7,1,6.2725591
52,1995,5.1,0,1,14491.339,14491.339,41,0,1,0
52,1995,5.1,0,1,34648.622,32121.063,26,10,0,2.5275591
52,1995,5.1,0,1,17798.228,17798.228,45,11,1,0
52,1995,5.1,2,1,0,0,30,11,0,0
52,1995,5.1,1,1,10352.461,4212.5984,48,11,1,6.1398622
52,1995,5.1,2,1,8375.6988,8375.6988,22,9,1,0
52,1995,5.1,8,1,21378.937,11142.323,35,10,0,10.236614
52,1995,5.1,0,0,5750.1969,0,29,0,0,5.7501969
52,1995,5.1,1,1,3728.1496,0,32,7,0,3.7281496
52,1995,5.1,3,1,13623.543,6318.8976,33,9,0,7.3046457
52,1995,5.1,0,1,7242.5098,0,30,11,0,7.2425098
52,1995,5.1,0,1,5143.5827,0,33,0,0,5.1435827
52,1995,5.1,1,1,0,0,20,10,0,0
52,1995,5.1,4,0,6445.2756,0,27,11,0,6.4452756
52,1995,5.1,0,1,41309.793,26156.024,40,10,1,15.15377
52,1995,5.1,0,0,10110.236,0,44,0,0,10.110236
52,1995,5.1,1,0,14554.528,12637.795,30,10,1,1.9167323
52,1995,5.1,3,1,4145.1969,0,21,11,0,4.1451969
52,1995,5.1,3,1,27381.89,27381.89,37,3,1,0
52,1995,5.1,0,1,7582.6772,7582.6772,33,10,1,0
52,1995,5.1,3,1,13623.543,6318.8976,36,11,1,7.3046457
52,1995,5.1,0,1,9478.3465,9478.3465,22,11,1,0
53,1995,8.9,3,1,7178.2677,0,29,10,0,7.1782677
53,1995,8.9,0,1,38344.124,32858.268,45,11,1,5.4858563
53,1995,8.9,4,1,7468.937,0,28,11,0,7.468937
53,1995,8.9,1,1,2653.937,0,24,11,0,2.653937
53,1995,8.9,3,1,22116.142,22116.142,34,11,1,0
53,1995,8.9,1,1,4916.1024,0,21,10,0,4.9161024
53,1995,8.9,0,1,13596.161,168.50394,45,11,1,13.427657
53,1995,8.9,0,1,19714.961,19714.961,42,11,1,0
53,1995,8.9,0,1,21062.992,21062.992,32,11,1,0
53,1995,8.9,1,1,7250.935,7077.1654,33,10,1,.17376969
53,1995,8.9,1,1,0,0,23,11,0,0
53,1995,8.9,0,1,51299.97,8425.1969,50,0,1,42.874774
53,1995,8.9,2,1,11298.189,0,30,11,0,11.298189
53,1995,8.9,1,1,0,0,20,9,0,0
53,1995,8.9,0,1,14238.583,14238.583,23,11,1,0
53,1995,8.9,2,1,10531.496,10531.496,44,7,1,0
53,1995,8.9,1,1,13690.945,13690.945,29,11,1,0
53,1995,8.9,0,1,19353.73,18956.693,49,10,1,.3970374
53,1995,8.9,3,1,3727.0965,2106.2992,30,10,1,1.6207972
53,1995,8.9,1,1,34753.937,31594.488,27,11,1,3.1594488
53,1995,8.9,0,1,4916.1024,0,23,11,0,4.9161024
53,1995,8.9,1,1,17587.598,17587.598,40,11,1,0
